env,label,path,split
sketch,60,sketch/guitar/sketch_135_000172.jpg,test
sketch,104,sketch/spider/sketch_277_000535.jpg,train
sketch,124,sketch/whale/sketch_337_000018.jpg,train
sketch,80,sketch/peanut/sketch_215_000016.jpg,train
sketch,62,sketch/helicopter/sketch_143_000012.jpg,test
sketch,25,sketch/canoe/sketch_061_000119.jpg,val
sketch,42,sketch/dolphin/sketch_093_000085.jpg,test
sketch,8,sketch/bathtub/sketch_022_000139.jpg,test
sketch,9,sketch/bear/sketch_024_000135.jpg,train
sketch,59,sketch/grapes/sketch_133_000069.jpg,val
sketch,95,sketch/saxophone/sketch_251_000070.jpg,test
sketch,50,sketch/fence/sketch_112_000066.jpg,test
sketch,97,sketch/sea_turtle/sketch_256_000161.jpg,train
sketch,33,sketch/chandelier/sketch_070_000008.jpg,test
sketch,86,sketch/pillow/sketch_224_000044.jpg,test
sketch,62,sketch/helicopter/sketch_143_000111.jpg,test
sketch,51,sketch/fish/sketch_117_000323.jpg,test
sketch,102,sketch/snake/sketch_270_000067.jpg,train
sketch,90,sketch/purse/sketch_235_000220.jpg,train
sketch,69,sketch/lion/sketch_175_000292.jpg,val
sketch,2,sketch/ant/sketch_007_000059.jpg,val
sketch,8,sketch/bathtub/sketch_022_000059.jpg,train
sketch,32,sketch/chair/sketch_069_000089.jpg,test
sketch,66,sketch/lantern/sketch_166_000040.jpg,test
sketch,96,sketch/screwdriver/sketch_255_000292.jpg,train
sketch,59,sketch/grapes/sketch_133_000181.jpg,train
sketch,113,sketch/teddy-bear/sketch_304_000165.jpg,train
sketch,92,sketch/raccoon/sketch_237_000107.jpg,train
sketch,104,sketch/spider/sketch_277_000097.jpg,train
sketch,4,sketch/asparagus/sketch_011_000004.jpg,train
sketch,58,sketch/goatee/sketch_131_000215.jpg,train
sketch,97,sketch/sea_turtle/sketch_256_000245.jpg,train
sketch,114,sketch/television/sketch_306_000014.jpg,test
sketch,90,sketch/purse/sketch_235_000156.jpg,train
sketch,95,sketch/saxophone/sketch_251_000184.jpg,train
sketch,9,sketch/bear/sketch_024_000032.jpg,test
sketch,96,sketch/screwdriver/sketch_255_000305.jpg,train
sketch,26,sketch/carrot/sketch_063_000004.jpg,test
sketch,9,sketch/bear/sketch_024_000036.jpg,train
sketch,45,sketch/duck/sketch_100_000146.jpg,train
sketch,94,sketch/rifle/sketch_244_000102.jpg,test
sketch,115,sketch/The_Eiffel_Tower/sketch_309_000091.jpg,train
sketch,111,sketch/table/sketch_302_000028.jpg,train
sketch,102,sketch/snake/sketch_270_000054.jpg,train
sketch,33,sketch/chandelier/sketch_070_000032.jpg,val
sketch,53,sketch/flower/sketch_122_000210.jpg,train
sketch,98,sketch/see_saw/sketch_257_000137.jpg,train
sketch,62,sketch/helicopter/sketch_143_000127.jpg,test
sketch,71,sketch/lobster/sketch_177_000010.jpg,train
sketch,70,sketch/lipstick/sketch_176_000054.jpg,train
sketch,45,sketch/duck/sketch_100_000027.jpg,test
sketch,112,sketch/teapot/sketch_303_000096.jpg,test
sketch,38,sketch/crab/sketch_083_000041.jpg,val
sketch,4,sketch/asparagus/sketch_011_000182.jpg,test
sketch,17,sketch/butterfly/sketch_050_000222.jpg,train
sketch,16,sketch/bus/sketch_048_000104.jpg,val
sketch,40,sketch/cruise_ship/sketch_087_000140.jpg,train
sketch,58,sketch/goatee/sketch_131_000019.jpg,train
sketch,100,sketch/shoe/sketch_260_000363.jpg,train
sketch,98,sketch/see_saw/sketch_257_000182.jpg,train
sketch,87,sketch/pineapple/sketch_225_000007.jpg,val
sketch,113,sketch/teddy-bear/sketch_304_000116.jpg,train
sketch,97,sketch/sea_turtle/sketch_256_000040.jpg,train
sketch,81,sketch/pear/sketch_216_000150.jpg,test
sketch,77,sketch/mushroom/sketch_196_000161.jpg,train
sketch,113,sketch/teddy-bear/sketch_304_000087.jpg,train
sketch,42,sketch/dolphin/sketch_093_000009.jpg,test
sketch,105,sketch/squirrel/sketch_282_000348.jpg,test
sketch,84,sketch/penguin/sketch_219_000122.jpg,train
sketch,68,sketch/leaf/sketch_168_000092.jpg,train
sketch,12,sketch/blackberry/sketch_034_000026.jpg,val
sketch,8,sketch/bathtub/sketch_022_000127.jpg,train
sketch,11,sketch/bird/sketch_032_000198.jpg,train
sketch,101,sketch/skateboard/sketch_264_000284.jpg,train
sketch,44,sketch/drums/sketch_099_000074.jpg,train
sketch,2,sketch/ant/sketch_007_000021.jpg,train
sketch,46,sketch/dumbbell/sketch_101_000177.jpg,train
sketch,88,sketch/potato/sketch_233_000051.jpg,val
sketch,113,sketch/teddy-bear/sketch_304_000082.jpg,train
sketch,103,sketch/speedboat/sketch_276_000451.jpg,train
sketch,97,sketch/sea_turtle/sketch_256_000044.jpg,train
sketch,101,sketch/skateboard/sketch_264_000169.jpg,train
sketch,80,sketch/peanut/sketch_215_000008.jpg,test
sketch,102,sketch/snake/sketch_270_000118.jpg,train
sketch,90,sketch/purse/sketch_235_000039.jpg,test
sketch,87,sketch/pineapple/sketch_225_000089.jpg,train
sketch,51,sketch/fish/sketch_117_000171.jpg,train
sketch,22,sketch/camera/sketch_056_000031.jpg,val
sketch,65,sketch/kangaroo/sketch_160_000016.jpg,train
sketch,112,sketch/teapot/sketch_303_000168.jpg,train
sketch,71,sketch/lobster/sketch_177_000024.jpg,train
sketch,99,sketch/sheep/sketch_259_000168.jpg,train
sketch,33,sketch/chandelier/sketch_070_000027.jpg,test
sketch,20,sketch/calculator/sketch_053_000008.jpg,train
sketch,75,sketch/mouse/sketch_192_000010.jpg,train
sketch,112,sketch/teapot/sketch_303_000203.jpg,test
sketch,86,sketch/pillow/sketch_224_000085.jpg,train
sketch,96,sketch/screwdriver/sketch_255_000367.jpg,test
sketch,16,sketch/bus/sketch_048_000102.jpg,train
sketch,102,sketch/snake/sketch_270_000461.jpg,train
sketch,112,sketch/teapot/sketch_303_000196.jpg,train
sketch,100,sketch/shoe/sketch_260_000281.jpg,train
sketch,58,sketch/goatee/sketch_131_000028.jpg,test
sketch,10,sketch/bee/sketch_027_000066.jpg,train
sketch,86,sketch/pillow/sketch_224_000051.jpg,train
sketch,125,sketch/zebra/sketch_344_000069.jpg,train
sketch,67,sketch/laptop/sketch_167_000035.jpg,test
sketch,120,sketch/truck/sketch_326_000154.jpg,test
sketch,117,sketch/tiger/sketch_312_000209.jpg,train
sketch,114,sketch/television/sketch_306_000116.jpg,train
sketch,71,sketch/lobster/sketch_177_000077.jpg,val
sketch,95,sketch/saxophone/sketch_251_000108.jpg,train
sketch,53,sketch/flower/sketch_122_000077.jpg,train
sketch,77,sketch/mushroom/sketch_196_000034.jpg,train
sketch,94,sketch/rifle/sketch_244_000067.jpg,train
sketch,111,sketch/table/sketch_302_000092.jpg,train
sketch,119,sketch/train/sketch_322_000167.jpg,train
sketch,106,sketch/strawberry/sketch_291_000092.jpg,train
sketch,46,sketch/dumbbell/sketch_101_000053.jpg,train
sketch,65,sketch/kangaroo/sketch_160_000119.jpg,val
sketch,38,sketch/crab/sketch_083_000148.jpg,train
sketch,93,sketch/rhinoceros/sketch_243_000060.jpg,test
sketch,67,sketch/laptop/sketch_167_000230.jpg,train
sketch,50,sketch/fence/sketch_112_000099.jpg,train
sketch,21,sketch/camel/sketch_055_000005.jpg,test
sketch,63,sketch/helmet/sketch_144_000079.jpg,train
sketch,3,sketch/anvil/sketch_008_000090.jpg,train
sketch,56,sketch/frog/sketch_126_000111.jpg,train
sketch,25,sketch/canoe/sketch_061_000065.jpg,test
sketch,105,sketch/squirrel/sketch_282_000207.jpg,train
sketch,15,sketch/broccoli/sketch_044_000146.jpg,train
sketch,51,sketch/fish/sketch_117_000209.jpg,train
sketch,71,sketch/lobster/sketch_177_000078.jpg,train
sketch,45,sketch/duck/sketch_100_000231.jpg,train
sketch,3,sketch/anvil/sketch_008_000036.jpg,test
sketch,104,sketch/spider/sketch_277_000199.jpg,train
sketch,102,sketch/snake/sketch_270_000200.jpg,train
sketch,114,sketch/television/sketch_306_000065.jpg,train
sketch,98,sketch/see_saw/sketch_257_000069.jpg,test
sketch,52,sketch/flamingo/sketch_118_000096.jpg,val
sketch,46,sketch/dumbbell/sketch_101_000011.jpg,train
sketch,11,sketch/bird/sketch_032_000048.jpg,train
sketch,95,sketch/saxophone/sketch_251_000129.jpg,test
sketch,110,sketch/swan/sketch_297_000164.jpg,train
sketch,121,sketch/umbrella/sketch_329_000200.jpg,test
sketch,4,sketch/asparagus/sketch_011_000082.jpg,train
sketch,27,sketch/castle/sketch_064_000021.jpg,val
sketch,16,sketch/bus/sketch_048_000215.jpg,train
sketch,108,sketch/string_bean/sketch_293_000026.jpg,test
sketch,48,sketch/eyeglasses/sketch_108_000166.jpg,train
sketch,49,sketch/feather/sketch_111_000139.jpg,train
sketch,62,sketch/helicopter/sketch_143_000105.jpg,train
sketch,38,sketch/crab/sketch_083_000138.jpg,train
sketch,81,sketch/pear/sketch_216_000033.jpg,train
sketch,90,sketch/purse/sketch_235_000009.jpg,train
sketch,43,sketch/dragon/sketch_096_000013.jpg,train
sketch,77,sketch/mushroom/sketch_196_000122.jpg,test
sketch,65,sketch/kangaroo/sketch_160_000021.jpg,train
sketch,104,sketch/spider/sketch_277_000640.jpg,test
sketch,47,sketch/elephant/sketch_104_000133.jpg,train
sketch,92,sketch/raccoon/sketch_237_000269.jpg,val
sketch,71,sketch/lobster/sketch_177_000045.jpg,train
sketch,99,sketch/sheep/sketch_259_000475.jpg,train
sketch,41,sketch/dog/sketch_092_000109.jpg,train
sketch,101,sketch/skateboard/sketch_264_000191.jpg,train
sketch,8,sketch/bathtub/sketch_022_000006.jpg,train
sketch,100,sketch/shoe/sketch_260_000346.jpg,train
sketch,106,sketch/strawberry/sketch_291_000125.jpg,train
sketch,52,sketch/flamingo/sketch_118_000037.jpg,val
sketch,77,sketch/mushroom/sketch_196_000219.jpg,train
sketch,122,sketch/vase/sketch_332_000103.jpg,test
sketch,11,sketch/bird/sketch_032_000137.jpg,train
sketch,10,sketch/bee/sketch_027_000133.jpg,test
sketch,103,sketch/speedboat/sketch_276_000150.jpg,train
sketch,98,sketch/see_saw/sketch_257_000318.jpg,train
sketch,16,sketch/bus/sketch_048_000032.jpg,train
sketch,107,sketch/streetlight/sketch_292_000209.jpg,train
sketch,92,sketch/raccoon/sketch_237_000033.jpg,train
sketch,65,sketch/kangaroo/sketch_160_000120.jpg,train
sketch,13,sketch/blueberry/sketch_035_000033.jpg,test
sketch,67,sketch/laptop/sketch_167_000280.jpg,train
sketch,71,sketch/lobster/sketch_177_000111.jpg,test
sketch,69,sketch/lion/sketch_175_000305.jpg,train
sketch,105,sketch/squirrel/sketch_282_000002.jpg,train
sketch,115,sketch/The_Eiffel_Tower/sketch_309_000009.jpg,train
sketch,47,sketch/elephant/sketch_104_000225.jpg,train
sketch,109,sketch/submarine/sketch_294_000053.jpg,val
sketch,98,sketch/see_saw/sketch_257_000021.jpg,train
sketch,106,sketch/strawberry/sketch_291_000190.jpg,test
sketch,19,sketch/cake/sketch_052_000038.jpg,test
sketch,4,sketch/asparagus/sketch_011_000039.jpg,train
sketch,2,sketch/ant/sketch_007_000024.jpg,test
sketch,112,sketch/teapot/sketch_303_000048.jpg,train
sketch,69,sketch/lion/sketch_175_000157.jpg,train
sketch,92,sketch/raccoon/sketch_237_000043.jpg,train
sketch,117,sketch/tiger/sketch_312_000097.jpg,test
sketch,72,sketch/microphone/sketch_185_000109.jpg,val
sketch,95,sketch/saxophone/sketch_251_000262.jpg,train
sketch,92,sketch/raccoon/sketch_237_000128.jpg,train
sketch,4,sketch/asparagus/sketch_011_000124.jpg,train
sketch,80,sketch/peanut/sketch_215_000022.jpg,test
sketch,50,sketch/fence/sketch_112_000014.jpg,train
sketch,56,sketch/frog/sketch_126_000147.jpg,train
sketch,106,sketch/strawberry/sketch_291_000035.jpg,val
sketch,101,sketch/skateboard/sketch_264_000276.jpg,train
sketch,0,sketch/aircraft_carrier/sketch_001_000009.jpg,test
sketch,80,sketch/peanut/sketch_215_000086.jpg,test
sketch,17,sketch/butterfly/sketch_050_000035.jpg,train
sketch,121,sketch/umbrella/sketch_329_000013.jpg,test
sketch,1,sketch/alarm_clock/sketch_003_000112.jpg,train
sketch,49,sketch/feather/sketch_111_000032.jpg,train
sketch,51,sketch/fish/sketch_117_000329.jpg,train
sketch,60,sketch/guitar/sketch_135_000079.jpg,val
sketch,112,sketch/teapot/sketch_303_000125.jpg,train
sketch,11,sketch/bird/sketch_032_000081.jpg,train
sketch,63,sketch/helmet/sketch_144_000056.jpg,train
sketch,102,sketch/snake/sketch_270_000366.jpg,test
sketch,60,sketch/guitar/sketch_135_000014.jpg,train
sketch,40,sketch/cruise_ship/sketch_087_000068.jpg,train
sketch,115,sketch/The_Eiffel_Tower/sketch_309_000085.jpg,val
sketch,71,sketch/lobster/sketch_177_000134.jpg,train
sketch,110,sketch/swan/sketch_297_000133.jpg,train
sketch,99,sketch/sheep/sketch_259_000438.jpg,train
sketch,63,sketch/helmet/sketch_144_000203.jpg,train
sketch,123,sketch/watermelon/sketch_335_000045.jpg,test
sketch,17,sketch/butterfly/sketch_050_000165.jpg,train
sketch,81,sketch/pear/sketch_216_000042.jpg,train
sketch,52,sketch/flamingo/sketch_118_000017.jpg,train
sketch,103,sketch/speedboat/sketch_276_000276.jpg,train
sketch,27,sketch/castle/sketch_064_000032.jpg,test
sketch,80,sketch/peanut/sketch_215_000081.jpg,test
sketch,77,sketch/mushroom/sketch_196_000074.jpg,train
sketch,82,sketch/peas/sketch_217_000064.jpg,train
sketch,53,sketch/flower/sketch_122_000326.jpg,train
sketch,63,sketch/helmet/sketch_144_000047.jpg,test
sketch,22,sketch/camera/sketch_056_000009.jpg,val
sketch,49,sketch/feather/sketch_111_000052.jpg,train
sketch,75,sketch/mouse/sketch_192_000017.jpg,train
sketch,1,sketch/alarm_clock/sketch_003_000073.jpg,test
sketch,47,sketch/elephant/sketch_104_000266.jpg,train
sketch,118,sketch/toe/sketch_314_000047.jpg,val
sketch,101,sketch/skateboard/sketch_264_000010.jpg,train
sketch,56,sketch/frog/sketch_126_000164.jpg,train
sketch,30,sketch/cello/sketch_067_000033.jpg,test
sketch,78,sketch/onion/sketch_203_000016.jpg,val
sketch,8,sketch/bathtub/sketch_022_000083.jpg,train
sketch,90,sketch/purse/sketch_235_000162.jpg,train
sketch,112,sketch/teapot/sketch_303_000174.jpg,val
sketch,49,sketch/feather/sketch_111_000012.jpg,train
sketch,125,sketch/zebra/sketch_344_000116.jpg,train
sketch,68,sketch/leaf/sketch_168_000211.jpg,train
sketch,109,sketch/submarine/sketch_294_000005.jpg,val
sketch,63,sketch/helmet/sketch_144_000174.jpg,train
sketch,96,sketch/screwdriver/sketch_255_000342.jpg,train
sketch,17,sketch/butterfly/sketch_050_000039.jpg,train
sketch,115,sketch/The_Eiffel_Tower/sketch_309_000006.jpg,train
sketch,69,sketch/lion/sketch_175_000142.jpg,train
sketch,98,sketch/see_saw/sketch_257_000440.jpg,train
sketch,124,sketch/whale/sketch_337_000138.jpg,train
sketch,47,sketch/elephant/sketch_104_000217.jpg,val
sketch,70,sketch/lipstick/sketch_176_000071.jpg,train
sketch,50,sketch/fence/sketch_112_000060.jpg,test
sketch,62,sketch/helicopter/sketch_143_000193.jpg,val
sketch,50,sketch/fence/sketch_112_000132.jpg,train
sketch,74,sketch/mosquito/sketch_189_000112.jpg,test
sketch,56,sketch/frog/sketch_126_000026.jpg,train
sketch,103,sketch/speedboat/sketch_276_000357.jpg,train
sketch,46,sketch/dumbbell/sketch_101_000188.jpg,train
sketch,120,sketch/truck/sketch_326_000108.jpg,train
sketch,68,sketch/leaf/sketch_168_000162.jpg,train
sketch,68,sketch/leaf/sketch_168_000261.jpg,train
sketch,45,sketch/duck/sketch_100_000120.jpg,train
sketch,110,sketch/swan/sketch_297_000017.jpg,val
sketch,109,sketch/submarine/sketch_294_000061.jpg,test
sketch,85,sketch/pig/sketch_223_000121.jpg,train
sketch,74,sketch/mosquito/sketch_189_000027.jpg,train
sketch,69,sketch/lion/sketch_175_000187.jpg,train
sketch,50,sketch/fence/sketch_112_000084.jpg,train
sketch,15,sketch/broccoli/sketch_044_000057.jpg,train
sketch,15,sketch/broccoli/sketch_044_000136.jpg,val
sketch,82,sketch/peas/sketch_217_000042.jpg,val
sketch,101,sketch/skateboard/sketch_264_000281.jpg,train
sketch,17,sketch/butterfly/sketch_050_000047.jpg,train
sketch,112,sketch/teapot/sketch_303_000262.jpg,val
sketch,28,sketch/cat/sketch_065_000122.jpg,train
sketch,115,sketch/The_Eiffel_Tower/sketch_309_000186.jpg,train
sketch,28,sketch/cat/sketch_065_000034.jpg,val
sketch,60,sketch/guitar/sketch_135_000154.jpg,train
sketch,64,sketch/horse/sketch_148_000051.jpg,val
sketch,82,sketch/peas/sketch_217_000076.jpg,val
sketch,51,sketch/fish/sketch_117_000196.jpg,train
sketch,111,sketch/table/sketch_302_000144.jpg,train
sketch,16,sketch/bus/sketch_048_000184.jpg,train
sketch,93,sketch/rhinoceros/sketch_243_000011.jpg,train
sketch,101,sketch/skateboard/sketch_264_000140.jpg,train
sketch,47,sketch/elephant/sketch_104_000017.jpg,train
sketch,100,sketch/shoe/sketch_260_000174.jpg,train
sketch,102,sketch/snake/sketch_270_000183.jpg,train
sketch,69,sketch/lion/sketch_175_000286.jpg,train
sketch,95,sketch/saxophone/sketch_251_000177.jpg,train
sketch,28,sketch/cat/sketch_065_000081.jpg,train
sketch,47,sketch/elephant/sketch_104_000111.jpg,val
sketch,109,sketch/submarine/sketch_294_000083.jpg,train
sketch,64,sketch/horse/sketch_148_000072.jpg,test
sketch,13,sketch/blueberry/sketch_035_000123.jpg,train
sketch,19,sketch/cake/sketch_052_000005.jpg,test
sketch,109,sketch/submarine/sketch_294_000114.jpg,train
sketch,100,sketch/shoe/sketch_260_000231.jpg,train
sketch,76,sketch/mug/sketch_195_000148.jpg,test
sketch,85,sketch/pig/sketch_223_000154.jpg,train
sketch,47,sketch/elephant/sketch_104_000243.jpg,train
sketch,100,sketch/shoe/sketch_260_000288.jpg,train
sketch,8,sketch/bathtub/sketch_022_000052.jpg,test
sketch,115,sketch/The_Eiffel_Tower/sketch_309_000121.jpg,test
sketch,70,sketch/lipstick/sketch_176_000096.jpg,train
sketch,85,sketch/pig/sketch_223_000103.jpg,test
sketch,43,sketch/dragon/sketch_096_000189.jpg,train
sketch,77,sketch/mushroom/sketch_196_000026.jpg,train
sketch,39,sketch/crocodile/sketch_085_000059.jpg,train
sketch,103,sketch/speedboat/sketch_276_000053.jpg,train
sketch,98,sketch/see_saw/sketch_257_000084.jpg,val
sketch,93,sketch/rhinoceros/sketch_243_000026.jpg,test
sketch,98,sketch/see_saw/sketch_257_000170.jpg,train
sketch,107,sketch/streetlight/sketch_292_000116.jpg,train
sketch,107,sketch/streetlight/sketch_292_000249.jpg,train
sketch,112,sketch/teapot/sketch_303_000271.jpg,train
sketch,69,sketch/lion/sketch_175_000156.jpg,train
sketch,93,sketch/rhinoceros/sketch_243_000170.jpg,val
sketch,103,sketch/speedboat/sketch_276_000340.jpg,train
sketch,5,sketch/axe/sketch_012_000088.jpg,train
sketch,44,sketch/drums/sketch_099_000049.jpg,train
sketch,9,sketch/bear/sketch_024_000143.jpg,val
sketch,5,sketch/axe/sketch_012_000039.jpg,val
sketch,102,sketch/snake/sketch_270_000383.jpg,train
sketch,71,sketch/lobster/sketch_177_000142.jpg,val
sketch,39,sketch/crocodile/sketch_085_000100.jpg,train
sketch,100,sketch/shoe/sketch_260_000181.jpg,train
sketch,102,sketch/snake/sketch_270_000250.jpg,train
sketch,8,sketch/bathtub/sketch_022_000016.jpg,train
sketch,56,sketch/frog/sketch_126_000017.jpg,val
sketch,67,sketch/laptop/sketch_167_000119.jpg,train
sketch,98,sketch/see_saw/sketch_257_000190.jpg,train
sketch,117,sketch/tiger/sketch_312_000027.jpg,train
sketch,8,sketch/bathtub/sketch_022_000017.jpg,val
sketch,64,sketch/horse/sketch_148_000066.jpg,test
sketch,110,sketch/swan/sketch_297_000006.jpg,train
sketch,103,sketch/speedboat/sketch_276_000146.jpg,train
sketch,47,sketch/elephant/sketch_104_000045.jpg,train
sketch,113,sketch/teddy-bear/sketch_304_000210.jpg,train
sketch,112,sketch/teapot/sketch_303_000282.jpg,test
sketch,104,sketch/spider/sketch_277_000387.jpg,train
sketch,105,sketch/squirrel/sketch_282_000378.jpg,train
sketch,30,sketch/cello/sketch_067_000020.jpg,val
sketch,113,sketch/teddy-bear/sketch_304_000085.jpg,test
sketch,67,sketch/laptop/sketch_167_000010.jpg,train
sketch,98,sketch/see_saw/sketch_257_000146.jpg,train
sketch,99,sketch/sheep/sketch_259_000145.jpg,train
sketch,78,sketch/onion/sketch_203_000136.jpg,train
sketch,86,sketch/pillow/sketch_224_000024.jpg,train
sketch,63,sketch/helmet/sketch_144_000065.jpg,train
sketch,77,sketch/mushroom/sketch_196_000206.jpg,train
sketch,14,sketch/bottlecap/sketch_038_000034.jpg,val
sketch,16,sketch/bus/sketch_048_000124.jpg,train
sketch,113,sketch/teddy-bear/sketch_304_000219.jpg,train
sketch,43,sketch/dragon/sketch_096_000096.jpg,train
sketch,25,sketch/canoe/sketch_061_000091.jpg,val
sketch,2,sketch/ant/sketch_007_000088.jpg,train
sketch,112,sketch/teapot/sketch_303_000112.jpg,train
sketch,120,sketch/truck/sketch_326_000235.jpg,test
sketch,81,sketch/pear/sketch_216_000180.jpg,train
sketch,48,sketch/eyeglasses/sketch_108_000083.jpg,train
sketch,56,sketch/frog/sketch_126_000122.jpg,train
sketch,49,sketch/feather/sketch_111_000042.jpg,test
sketch,111,sketch/table/sketch_302_000217.jpg,train
sketch,97,sketch/sea_turtle/sketch_256_000151.jpg,test
sketch,59,sketch/grapes/sketch_133_000252.jpg,train
sketch,51,sketch/fish/sketch_117_000042.jpg,train
sketch,58,sketch/goatee/sketch_131_000030.jpg,train
sketch,68,sketch/leaf/sketch_168_000047.jpg,train
sketch,112,sketch/teapot/sketch_303_000251.jpg,train
sketch,59,sketch/grapes/sketch_133_000221.jpg,train
sketch,38,sketch/crab/sketch_083_000127.jpg,test
sketch,117,sketch/tiger/sketch_312_000186.jpg,train
sketch,51,sketch/fish/sketch_117_000272.jpg,train
sketch,67,sketch/laptop/sketch_167_000055.jpg,train
sketch,102,sketch/snake/sketch_270_000255.jpg,train
sketch,102,sketch/snake/sketch_270_000028.jpg,train
sketch,92,sketch/raccoon/sketch_237_000113.jpg,train
sketch,120,sketch/truck/sketch_326_000031.jpg,val
sketch,57,sketch/giraffe/sketch_130_000023.jpg,test
sketch,16,sketch/bus/sketch_048_000037.jpg,test
sketch,104,sketch/spider/sketch_277_000634.jpg,train
sketch,102,sketch/snake/sketch_270_000235.jpg,train
sketch,115,sketch/The_Eiffel_Tower/sketch_309_000245.jpg,test
sketch,50,sketch/fence/sketch_112_000089.jpg,train
sketch,87,sketch/pineapple/sketch_225_000059.jpg,train
sketch,111,sketch/table/sketch_302_000189.jpg,train
sketch,104,sketch/spider/sketch_277_000507.jpg,train
sketch,15,sketch/broccoli/sketch_044_000111.jpg,test
sketch,51,sketch/fish/sketch_117_000256.jpg,train
sketch,103,sketch/speedboat/sketch_276_000063.jpg,train
sketch,98,sketch/see_saw/sketch_257_000267.jpg,train
sketch,2,sketch/ant/sketch_007_000085.jpg,train
sketch,94,sketch/rifle/sketch_244_000005.jpg,train
sketch,112,sketch/teapot/sketch_303_000240.jpg,val
sketch,110,sketch/swan/sketch_297_000092.jpg,train
sketch,120,sketch/truck/sketch_326_000215.jpg,train
sketch,48,sketch/eyeglasses/sketch_108_000198.jpg,test
sketch,28,sketch/cat/sketch_065_000050.jpg,train
sketch,56,sketch/frog/sketch_126_000056.jpg,train
sketch,48,sketch/eyeglasses/sketch_108_000059.jpg,test
sketch,11,sketch/bird/sketch_032_000245.jpg,train
sketch,104,sketch/spider/sketch_277_000538.jpg,train
sketch,22,sketch/camera/sketch_056_000072.jpg,test
sketch,99,sketch/sheep/sketch_259_000269.jpg,train
sketch,104,sketch/spider/sketch_277_000112.jpg,train
sketch,88,sketch/potato/sketch_233_000078.jpg,test
sketch,86,sketch/pillow/sketch_224_000050.jpg,test
sketch,90,sketch/purse/sketch_235_000041.jpg,train
sketch,44,sketch/drums/sketch_099_000108.jpg,train
sketch,64,sketch/horse/sketch_148_000060.jpg,val
sketch,39,sketch/crocodile/sketch_085_000150.jpg,train
sketch,106,sketch/strawberry/sketch_291_000036.jpg,train
sketch,104,sketch/spider/sketch_277_000543.jpg,train
sketch,60,sketch/guitar/sketch_135_000170.jpg,test
sketch,94,sketch/rifle/sketch_244_000023.jpg,test
sketch,96,sketch/screwdriver/sketch_255_000180.jpg,test
sketch,101,sketch/skateboard/sketch_264_000070.jpg,train
sketch,116,sketch/The_Great_Wall_of_China/sketch_310_000009.jpg,train
